id,condition,response,response_clean,item,item_clean,SemDis_glove_c_m
88,creative,throw it at someone,throw it at someone,brick,brick,1.17282
88,creative,build a mansion,build a mansion,brick,brick,0.7896
88,creative,sculp it into a statue,sculp it into a statue,brick,brick,1.17813
88,creative,see how many you can stack on top of each other,see how many you can stack on top of each other,brick,brick,0.8076
88,creative,see who can break a in half,see who can break a in half,brick,brick,0.80646
88,creative,see how many a person can hold,see how many a person can hold,brick,brick,0.80755
88,creative,see how fast a falls from a 6 foot tall building,see how fast a falls from a foot tall building,brick,brick,1.19242
88,creative,make an outfit with pieces on it,make an outfit with pieces on it,brick,brick,0.81383
88,creative,turn two into a pair of shoes,turn two into a pair of shoes,brick,brick,0.80637
88,creative,see how long a person can balance on a half of,see how long a person can balance on a half of,brick,brick,0.80742
88,creative,make a gate out of,make a gate out of,brick,brick,0.80524
88,creative,create a purse using pieces from a,create a purse using pieces from a,brick,brick,0.80948
88,creative,make floor,make floor,brick,brick,1.11544
88,creative,make a couch,make a couch,brick,brick,0.79139
88,creative,wear a as a necklace,wear a as a necklace,brick,brick,0.82451
89,creative,door stopper,door stopper,brick,brick,0.96106
89,creative,hammer,hammer,brick,brick,0.8950400000000001
89,creative,paper weight,paper weight,brick,brick,1.11712
89,creative,weight,weight,brick,brick,0.92389
89,creative,table center piece,table center piece,brick,brick,0.80779
89,creative,stepping stone,stepping stone,brick,brick,1.0949200000000001
90,creative,weight,weight,brick,brick,0.92389
90,creative,sculpture,sculpture,brick,brick,0.70419
90,creative,step,step,brick,brick,0.91204
90,creative,throwing object,throwing object,brick,brick,1.15125
90,creative,pet,pet,brick,brick,1.00134
90,creative,sculpt into a remote,sculpt into a remote,brick,brick,0.81212
90,creative,chisel a hole through it and create a fountain,chisel a hole through it and create a fountain,brick,brick,0.80759
90,creative,chisel into and create  bowl like shape for various uses,chisel into and create bowl like shape for various uses,brick,brick,1.18837
90,creative,paper weight,paper weight,brick,brick,1.11712
90,creative,door stopper,door stopper,brick,brick,0.96106
90,creative,use multiple and create a bed post,use multiple and create a bed post,brick,brick,0.80775
90,creative,writing utensil,writing utensil,brick,brick,1.14248
91,creative,A sinker for a crab fishing cage,a sinker for a crab fishing cage,brick,brick,1.19179
91,creative,a door stop,a door stop,brick,brick,0.8023
91,creative,A counter weight for a pull system,a counter weight for a pull system,brick,brick,0.8137
91,creative,A fulcrum for a toy seesaw,a fulcrum for a toy seesaw,brick,brick,1.19192
91,creative,A short still  attached to the bottom of a shoe,a short still attached to the bottom of a shoe,brick,brick,1.19185
91,creative,A musical instrument,a musical instrument,brick,brick,0.7950699999999999
91,creative,A writing tool on concrete,a writing tool on concrete,brick,brick,0.8131200000000001
91,creative,A hot plate,a hot plate,brick,brick,0.79986
91,creative,A projectile in a throwing game,a projectile in a throwing game,brick,brick,1.19778
91,creative,A target for a gun,a target for a gun,brick,brick,0.8068299999999999
91,creative,A blade sharpener,a blade sharpener,brick,brick,1.06784
91,creative,A blade duller,a blade duller,brick,brick,1.12396
91,creative,A mallet,a mallet,brick,brick,0.92144
91,creative,weapon,weapon,brick,brick,0.9628099999999999
91,creative,A cover for a hidden compartment,a cover for a hidden compartment,brick,brick,1.1383
91,creative,as a larger pet rock,as a larger pet rock,brick,brick,0.80404
91,creative,A stage in a water filter,a stage in a water filter,brick,brick,1.19437
91,creative,A work of art,a work of art,brick,brick,1.1865700000000001
91,creative,A weight for weight lifting,a weight for weight lifting,brick,brick,0.81948
91,creative,An appliance stand,an appliance stand,brick,brick,1.00185
91,creative,A coaster,a coaster,brick,brick,1.03918
91,creative,A tree stand,a tree stand,brick,brick,0.77858
91,creative,a counterbalance for a child's boat,a counterbalance for a childs boat,brick,brick,1.19336
91,creative,the base for a toy car,the base for a toy car,brick,brick,1.19187
91,creative,A mountain in a child's playset,a mountain in a childs playset,brick,brick,1.12574
92,creative,houses,houses,brick,brick,0.43706
92,creative,recreational use,recreational use,brick,brick,1.18469
92,creative,for a signal device,for a signal device,brick,brick,1.16666
92,creative,to cause destruction,to cause destruction,brick,brick,0.82877
92,creative,as a stepping device,as a stepping device,brick,brick,1.18414
92,creative,paper weight,paper weight,brick,brick,1.11712
92,creative,use as a scratching device,use as a scratching device,brick,brick,0.82996
92,creative,use to balance out,use to balance out,brick,brick,1.14024
92,creative,use to halt an object with wheels,use to halt an object with wheels,brick,brick,0.80709
92,creative,fighting tool,fighting tool,brick,brick,1.20242
92,creative,use it as a rectangle to teach someone,use it as a rectangle to teach someone,brick,brick,0.80732
93,creative,You can use a as a weapon,you can use a as a weapon,brick,brick,0.80739
93,creative,paper weight,paper weight,brick,brick,1.11712
93,creative,work out tool  for lifting purposes if the is heavy enough,work out tool for lifting purposes if the is heavy enough,brick,brick,0.80696
93,creative,you can use a as a hammer,you can use a as a hammer,brick,brick,0.80708
93,creative,as a writing tool  you can use the corners to scrape writing on to cement or rock,as a writing tool you can use the corners to scrape writing on to cement or rock,brick,brick,0.80835
93,creative,you can use as a work of art,you can use as a work of art,brick,brick,1.19288
93,creative,a child may use the as a toy,a child may use the as a toy,brick,brick,1.1924
93,creative,you can use as an instrument,you can use as an instrument,brick,brick,1.18128
93,creative,you can use to cement to the bottom of your shoes to make you taller,you can use to cement to the bottom of your shoes to make you taller,brick,brick,0.80702
93,creative,you can create a game with them,you can create a game with them,brick,brick,0.80716
93,creative,you can use for hunting purposes  instead shooting a  deer you could them to death,you can use for hunting purposes instead shooting a deer you could them to death,brick,brick,0.80833
93,creative,you can use to build an empire,you can use to build an empire,brick,brick,0.8383
93,creative,you can use a form of support,you can use a form of support,brick,brick,0.81053
93,creative,you can use as a stopper,you can use as a stopper,brick,brick,0.80742
94,creative,building a house,building a house,brick,brick,0.79695
94,creative,use it as a weapon,use it as a weapon,brick,brick,0.8141
94,creative,make a dog house,make a dog house,brick,brick,1.18608
94,creative,use it to build a road,use it to build a road,brick,brick,1.193
94,creative,use a lot of to make a SOS anywhere,use a lot of to make a sos anywhere,brick,brick,0.80698
94,creative,get a bag full of and use it for weights,get a bag full of and use it for weights,brick,brick,1.1926
94,creative,get a bag on your and run with them for a workout,get a bag on your and run with them for a workout,brick,brick,1.19185
94,creative,use a as an alternative for a hammer,use a as an alternative for a hammer,brick,brick,1.19289
94,creative,use it as a knife sharpener,use it as a knife sharpener,brick,brick,0.81508
94,creative,use it as a weapon sharpener,use it as a weapon sharpener,brick,brick,0.82212
95,creative,A step,a step,brick,brick,1.12634
95,creative,door stop,door stop,brick,brick,1.15782
95,creative,mashing utensil,mashing utensil,brick,brick,1.07367
95,creative,paper weight,paper weight,brick,brick,1.11712
95,creative,address block,address block,brick,brick,1.14307
95,creative,Texture utensil for art,texture utensil for art,brick,brick,1.0342500000000001
95,creative,A balance tool,a balance tool,brick,brick,0.86276
96,creative,toy,toy,brick,brick,0.89408
96,creative,a tool of murder,a tool of murder,brick,brick,1.19181
96,creative,chair,chair,brick,brick,0.89471
96,creative,plate,plate,brick,brick,0.83501
96,creative,weight training tool,weight training tool,brick,brick,0.81795
96,creative,pillow,pillow,brick,brick,0.8731
96,creative,a company,a company,brick,brick,1.12294
96,creative,dish,dish,brick,brick,0.8407100000000001
96,creative,a weight to hold a string of balloon,a weight to hold a string of balloon,brick,brick,1.19283
96,creative,a tool of punishment making person to hold it,a tool of punishment making person to hold it,brick,brick,0.80703
96,creative,a tool for making balance of table my putting it under one leg,a tool for making balance of table my putting it under one leg,brick,brick,0.8074399999999999
96,creative,a leg of table,a leg of table,brick,brick,1.16351
96,creative,a paper I can draw,a paper i can draw,brick,brick,0.82089
96,creative,a wallif its a big,a wallif its a big,brick,brick,1.18368
96,creative,a piece of robot coloring it,a piece of robot coloring it,brick,brick,0.91118999999999994
96,creative,a tool of express a burden on my shoulder,a tool of express a burden on my shoulder,brick,brick,0.80706
97,creative,a weight,a weight,brick,brick,1.14275
97,creative,an decoration for a room,an decoration for a room,brick,brick,0.80913
97,creative,break it to make sand,break it to make sand,brick,brick,0.80482
97,creative,break it to put in a painting,break it to put in a painting,brick,brick,0.80646
97,creative,a foot stool,a foot stool,brick,brick,0.81031
97,creative,a car stopper,a car stopper,brick,brick,1.19211
97,creative,a skin exfoliant,a skin exfoliant,brick,brick,1.06647
97,creative,a paint base,a paint base,brick,brick,0.80094
97,creative,a brown paint color,a brown paint color,brick,brick,1.17858
97,creative,a stepping stool,a stepping stool,brick,brick,0.78819
97,creative,a piece of jewelry if broken,a piece of jewelry if broken,brick,brick,1.1899899999999999
97,creative,chalk,chalk,brick,brick,0.77047
97,creative,writing item,writing item,brick,brick,1.16621
97,creative,nail paint color,nail paint color,brick,brick,0.76846
97,creative,marker,marker,brick,brick,0.82033
97,creative,a sharp point,a sharp point,brick,brick,0.8478
97,creative,break something with it,break something with it,brick,brick,1.16742
97,creative,nail filer,nail filer,brick,brick,0.95624
97,creative,weight lift,weight lift,brick,brick,1.08786
97,creative,trading material,trading material,brick,brick,1.01692
97,creative,peep hole,peep hole,brick,brick,1.02085
97,creative,protection,protection,brick,brick,0.96197
97,creative,shoes,shoes,brick,brick,0.82479
97,creative,weapon,weapon,brick,brick,0.9628099999999999
97,creative,a game,a game,brick,brick,1.1333199999999999
97,creative,gardening,gardening,brick,brick,0.89774
98,creative,Paperweight,paperweight,brick,brick,0.88425
98,creative,Bookend,bookend,brick,brick,0.9963
98,creative,Doorjamb,doorjamb,brick,brick,0.9365600000000001
98,creative,You could chisel pieces off of it to make a sculpture,you could chisel pieces off of it to make a sculpture,brick,brick,0.80997
98,creative,Makeshift Hammer,makeshift hammer,brick,brick,1.09264
99,creative,throw it,throw it,brick,brick,1.11124
99,creative,carry it,carry it,brick,brick,1.16334
99,creative,use it for building,use it for building,brick,brick,1.1871
99,creative,can be used as a dangerous weapon,can be used as a dangerous weapon,brick,brick,0.81114
99,creative,can destroy someone's car,can destroy someones car,brick,brick,0.8724000000000001
99,creative,can destroy someone's house,can destroy someones house,brick,brick,0.85307
99,creative,can be catapulted,can be catapulted,brick,brick,1.18508
99,creative,used to destroy a computer,used to destroy a computer,brick,brick,0.81997
99,creative,can be used for a paper weight,can be used for a paper weight,brick,brick,0.81734
99,creative,used as a coaster,used as a coaster,brick,brick,1.19158
99,creative,can be used as a pencil holder,can be used as a pencil holder,brick,brick,0.82177
99,creative,can be used as a weight for working out,can be used as a weight for working out,brick,brick,0.80745
99,creative,can be used as a hat,can be used as a hat,brick,brick,1.19258
99,creative,could also possibly be used as currency,could also possibly be used as currency,brick,brick,0.876
99,creative,can be put in cargo shorts as a joke,can be put in cargo shorts as a joke,brick,brick,0.80847
99,creative,can prop up a cornhole table,can prop up a cornhole table,brick,brick,1.07148
99,creative,can prop open a door,can prop open a door,brick,brick,1.03457
99,creative,can open a jar of pickles,can open a jar of pickles,brick,brick,0.81032
99,creative,can break open a barrel,can break open a barrel,brick,brick,0.8079000000000001
99,creative,you can use the as a beanbag while playing cornhole,you can use the as a beanbag while playing cornhole,brick,brick,1.18281
99,creative,you can play catch with it,you can play catch with it,brick,brick,1.18924
99,creative,you can build a one fort,you can build a one fort,brick,brick,1.19092
99,creative,you can put a small flag pole in one of the holes and raise the American flag,you can put a small flag pole in one of the holes and raise the american flag,brick,brick,0.80833
99,creative,you can use it in a riot,you can use it in a riot,brick,brick,0.8084899999999999
99,creative,you can use it to break into a car,you can use it to break into a car,brick,brick,0.80701
99,creative,you can use it to break into a store,you can use it to break into a store,brick,brick,0.80702
100,creative,holding a door open as a stopper,holding a door open as a stopper,brick,brick,1.19037
100,creative,making steps,making steps,brick,brick,1.14816
100,creative,using it as a weight,using it as a weight,brick,brick,0.83689
100,creative,leveling a table,leveling a table,brick,brick,0.83866
100,creative,for decorations around the house,for decorations around the house,brick,brick,0.8066
100,creative,weights to strengthen your legs,weights to strengthen your legs,brick,brick,0.8313699999999999
100,creative,making rectangles,making rectangles,brick,brick,0.8592299999999999
100,creative,use the holes to look through and see things on the opposite side,use the holes to look through and see things on the opposite side,brick,brick,0.80894
100,creative,smashing coconuts,smashing coconuts,brick,brick,1.04983
100,creative,as a weapon,as a weapon,brick,brick,0.81372
100,creative,as a foot stool,as a foot stool,brick,brick,1.18709
100,creative,as a place to eat on,as a place to eat on,brick,brick,1.19208
100,creative,to kill insects,to kill insects,brick,brick,0.8050200000000001
101,creative,Hold your bed up if it breaks,hold your bed up if it breaks,brick,brick,0.80743
101,creative,Use it as a decoration on your dresser,use it as a decoration on your dresser,brick,brick,0.83468
101,creative,Use it as a cup holder,use it as a cup holder,brick,brick,1.19052
101,creative,Use it as a paper weight,use it as a paper weight,brick,brick,1.15167
101,creative,Use it to trip someone,use it to trip someone,brick,brick,0.80881
101,creative,Use it as a doorstop,use it as a doorstop,brick,brick,1.19056
101,creative,Use it to level out a rocking table,use it to level out a rocking table,brick,brick,1.19252
101,creative,Put a builtin camera inside it and outline your flowerbed so you can see who's in your yard,put a builtin camera inside it and outline your flowerbed so you can see whos in your yard,brick,brick,0.81524
101,creative,Use it to file your nails,use it to file your nails,brick,brick,1.18934
101,creative,Use it as a bed in a doll house,use it as a bed in a doll house,brick,brick,0.80853
101,creative,Use it in place of a sticky note to help you remember your next appointment,use it in place of a sticky note to help you remember your next appointment,brick,brick,0.80857
102,creative,toss a,toss a,brick,brick,1.08579
102,creative,slide it in front of someone to make them fall,slide it in front of someone to make them fall,brick,brick,1.1929400000000001
102,creative,dress the up as a baby and carry it around for a day,dress the up as a baby and carry it around for a day,brick,brick,0.80795
102,creative,tie your pet to the to see if they can pull it around,tie your pet to the to see if they can pull it around,brick,brick,0.80738
102,creative,connect the to your car and drag it as you drive,connect the to your car and drag it as you drive,brick,brick,0.8069
102,creative,see how long you can balance the on your arm,see how long you can balance the on your arm,brick,brick,1.1286100000000001
102,creative,compare the color of the to other colors,compare the color of the to other colors,brick,brick,1.19293
102,creative,bust the into many pieces and use as gravel for a walk way,bust the into many pieces and use as gravel for a walk way,brick,brick,0.80833
102,creative,use as a pillow,use as a pillow,brick,brick,1.05673
102,creative,use as a lifting weight,use as a lifting weight,brick,brick,0.81747
102,creative,use as a weight to keep things down,use as a weight to keep things down,brick,brick,1.17962
102,creative,use to break other objects apart,use to break other objects apart,brick,brick,1.1926700000000001
103,creative,Construct a building,construct a building,brick,brick,0.8020700000000001
103,creative,Build a sidewalk or road,build a sidewalk or road,brick,brick,0.80838
103,creative,Construct a warroom,construct a warroom,brick,brick,1.09567
103,creative,Build a dog house,build a dog house,brick,brick,1.18697
103,creative,Line a mailbox with to decrease the probability of vandalism,line a mailbox with to decrease the probability of vandalism,brick,brick,1.19051
103,creative,Crush the into powder to make cement,crush the into powder to make cement,brick,brick,0.83985
103,creative,make a pathway,make a pathway,brick,brick,0.81341
103,creative,Use it for selfdefense,use it for selfdefense,brick,brick,0.82039
103,creative,a chimney,a chimney,brick,brick,1.01961
103,creative,place in the oven to conduct heat and cook food faster,place in the oven to conduct heat and cook food faster,brick,brick,0.80777
103,creative,a poor person could heat up and place them at various points across the house to conserve heat and save money,a poor person could heat up and place them at various points across the house to conserve heat and save money,brick,brick,0.80832
103,creative,construct stairs,construct stairs,brick,brick,1.14962
103,creative,line something with to make it more stabilized,line something with to make it more stabilized,brick,brick,0.93512
103,creative,sharpen a knife with it,sharpen a knife with it,brick,brick,0.86119
103,creative,Cement several of them together and use it as a battering ram,cement several of them together and use it as a battering ram,brick,brick,0.90054
103,creative,If you're going away for a long amount of time  encase your valuables within a structure to secure and protect them,if youre going away for a long amount of time encase your valuables within a structure to secure and protect them,brick,brick,0.80821
103,creative,enclose a doghouse with to protect it from the elements,enclose a doghouse with to protect it from the elements,brick,brick,1.05907
104,creative,throwing it to kill a squirrel,throwing it to kill a squirrel,brick,brick,1.18456
104,creative,to eat,to eat,brick,brick,1.12427
104,creative,to scratch your head with,to scratch your head with,brick,brick,0.8136
104,creative,to write a message on,to write a message on,brick,brick,0.81523
104,creative,to write a message with,to write a message with,brick,brick,0.81928
104,creative,to smash something,to smash something,brick,brick,0.79321
104,creative,to prop a door open,to prop a door open,brick,brick,1.03804
104,creative,to stand on to make you taller,to stand on to make you taller,brick,brick,0.80658
104,creative,to kill a bug with,to kill a bug with,brick,brick,0.8054
104,creative,to sand the bottom of your feet,to sand the bottom of your feet,brick,brick,0.80074
104,creative,put in someone's pocket to make them weigh more,put in someones pocket to make them weigh more,brick,brick,1.18621
104,creative,tie to something to make it sink,tie to something to make it sink,brick,brick,0.91337
104,creative,to throw at someone,to throw at someone,brick,brick,1.17543
104,creative,to smooth out concrete,to smooth out concrete,brick,brick,1.09583
105,creative,hold a door,hold a door,brick,brick,0.8045
105,creative,art,art,brick,brick,0.83409
105,creative,grind it up and use the powder to some how paint a picture,grind it up and use the powder to some how paint a picture,brick,brick,0.80722
106,creative,build houses,build houses,brick,brick,1.12583
106,creative,to level something out,to level something out,brick,brick,1.15597
106,creative,use the hole is the as a pencil holder,use the hole is the as a pencil holder,brick,brick,0.8146
106,creative,paper weight,paper weight,brick,brick,1.11712
106,creative,to break your boyfriend/girlfriends window,to break your boyfriendgirlfriends window,brick,brick,1.18527
106,creative,stand on it for the extra couple inches you need to reach something,stand on it for the extra couple inches you need to reach something,brick,brick,0.80821
106,creative,to make you bed taller,to make you bed taller,brick,brick,0.80552
106,creative,use it to circle the fire so that it does not spread,use it to circle the fire so that it does not spread,brick,brick,1.1930399999999999
107,creative,door prop,door prop,brick,brick,0.98978
107,creative,window prop,window prop,brick,brick,1.05543
107,creative,table leg,table leg,brick,brick,1.03198
107,creative,to fix a wobbly surface like a broken or leaning table,to fix a wobbly surface like a broken or leaning table,brick,brick,1.1907
107,creative,weapon,weapon,brick,brick,0.9628099999999999
107,creative,step,step,brick,brick,0.91204
107,creative,paving stone,paving stone,brick,brick,1.10574
107,creative,bug killer like a fly swatter,bug killer like a fly swatter,brick,brick,0.81021
107,creative,coaster,coaster,brick,brick,0.91727
107,creative,cooking surface when camping,cooking surface when camping,brick,brick,1.1775
107,creative,weight for weight lifting,weight for weight lifting,brick,brick,1.16787
107,creative,meat tenderizer,meat tenderizer,brick,brick,0.97751999999999994
107,creative,hammer,hammer,brick,brick,0.8950400000000001
107,creative,paper weight,paper weight,brick,brick,1.11712
107,creative,book end,book end,brick,brick,1.1219
107,creative,pencil/pen holder,pencilpen holder,brick,brick,1.03031
108,creative,build a house,build a house,brick,brick,0.80052
108,creative,kill someone,kill someone,brick,brick,1.10832
108,creative,knock on someone's door,knock on someones door,brick,brick,0.85092
108,creative,use it as a paper weight,use it as a paper weight,brick,brick,1.15167
108,creative,use it as a dumbbell,use it as a dumbbell,brick,brick,1.14787
108,creative,break windows,break windows,brick,brick,1.15462
108,creative,tie it to a loose tooth with a string and throw the to rip out the tooth,tie it to a loose tooth with a string and throw the to rip out the tooth,brick,brick,1.19085
108,creative,have it hanging over your door as a personalized security system,have it hanging over your door as a personalized security system,brick,brick,0.80702
108,creative,more than one can result in a musical instrument,more than one can result in a musical instrument,brick,brick,0.80707
108,creative,drowning mechanism,drowning mechanism,brick,brick,1.11846
108,creative,door holder,door holder,brick,brick,1.0381
108,creative,something women can carry around as a rape weapon  instead of pepper spray,something women can carry around as a rape weapon instead of pepper spray,brick,brick,0.80828
108,creative,decorate with it giving your house the rustic look,decorate with it giving your house the rustic look,brick,brick,0.80907
108,creative,anorexic people can put one in their clothing when they go to the doctor to get checked up on  to increase their weight,anorexic people can put one in their clothing when they go to the doctor to get checked up on to increase their weight,brick,brick,1.19168
108,creative,put on a loose roof during a hurricane or storm to hold it down,put on a loose roof during a hurricane or storm to hold it down,brick,brick,1.19215
108,creative,a cover sheet,a cover sheet,brick,brick,0.83755
108,creative,used as a canvas for painting on,used as a canvas for painting on,brick,brick,0.80686
108,creative,baseball players could practice with it so throwing a ball would seem very easy,baseball players could practice with it so throwing a ball would seem very easy,brick,brick,1.19168
109,creative,Play tag,play tag,brick,brick,1.01254
109,creative,Platform shoes,platform shoes,brick,brick,1.03332
109,creative,play frisbee,play frisbee,brick,brick,0.91421
109,creative,meat tenderizer,meat tenderizer,brick,brick,0.97751999999999994
109,creative,Practice martial arts,practice martial arts,brick,brick,0.81454
109,creative,Use it for hunting large animals,use it for hunting large animals,brick,brick,1.19287
109,creative,New and improved pet rock,new and improved pet rock,brick,brick,0.80562
109,creative,soap,soap,brick,brick,0.90231
109,creative,breaking and entering,breaking and entering,brick,brick,0.8045599999999999
109,creative,dodgeball,dodgeball,brick,brick,0.97783
109,creative,put out very small fires,put out very small fires,brick,brick,0.81541
109,creative,Repair one specific spot on a building,repair one specific spot on a building,brick,brick,0.80716
109,creative,working out,working out,brick,brick,1.12984
109,creative,body armor,body armor,brick,brick,1.08256
109,creative,movie slate,movie slate,brick,brick,1.00859
109,creative,target practice,target practice,brick,brick,1.16806
109,creative,getting animals from trees,getting animals from trees,brick,brick,1.1954500000000001
109,creative,body double,body double,brick,brick,1.16812
109,creative,part of a battering ram,part of a battering ram,brick,brick,1.0916
110,creative,necklace,necklace,brick,brick,0.90976
110,creative,handcuffs if you make the whole bigger,handcuffs if you make the whole bigger,brick,brick,0.80689
110,creative,cookie cutters,cookie cutters,brick,brick,1.05847
110,creative,use it to organize multiple wires,use it to organize multiple wires,brick,brick,1.18752
110,creative,step for exercising,step for exercising,brick,brick,0.81679
110,creative,paper weight,paper weight,brick,brick,1.11712
110,creative,exercise weight,exercise weight,brick,brick,1.1084
110,creative,door jammer,door jammer,brick,brick,1.04302
110,creative,use it as a pumice stone for your feet,use it as a pumice stone for your feet,brick,brick,1.19231
110,creative,to tenderize meat,to tenderize meat,brick,brick,1.19932
110,creative,to hammer a nail in,to hammer a nail in,brick,brick,0.80175
110,creative,use it to light a match,use it to light a match,brick,brick,1.18435
110,creative,file your nails,file your nails,brick,brick,0.84422
110,creative,bed elevators,bed elevators,brick,brick,1.02998
110,creative,strap it on your shoe height,strap it on your shoe height,brick,brick,1.09374
110,creative,roll your cash up and put it in the hole and use it as a wallet,roll your cash up and put it in the hole and use it as a wallet,brick,brick,1.19204
110,creative,glasses,glasses,brick,brick,0.85498
110,creative,binoculars,binoculars,brick,brick,1.02101
111,creative,Hollow one out and make a strikeanywhere matchbox out of it,hollow one out and make a strikeanywhere matchbox out of it,brick,brick,1.19157
111,creative,Crush a into a fine  sandlike powder and use it as a makeshift water filter,crush a into a fine sandlike powder and use it as a makeshift water filter,brick,brick,1.1914500000000001
111,creative,Paste to a set of shin guards and use them as running weights,paste to a set of shin guards and use them as running weights,brick,brick,1.13409
111,creative,Attach a to a pole and keep it as a backup for your mortar and pestle setup,attach a to a pole and keep it as a backup for your mortar and pestle setup,brick,brick,1.19167
112,creative,paper weight,paper weight,brick,brick,1.11712
112,creative,use it to flatten things,use it to flatten things,brick,brick,1.1905000000000001
112,creative,trace a rectangle,trace a rectangle,brick,brick,1.2004299999999999
112,creative,put behind a car tire to prevent car from rolling,put behind a car tire to prevent car from rolling,brick,brick,1.19246
112,creative,sharpen another object,sharpen another object,brick,brick,0.89642
112,creative,weapon,weapon,brick,brick,0.9628099999999999
112,creative,use it as a hammer,use it as a hammer,brick,brick,0.8105
113,creative,paper holder,paper holder,brick,brick,1.00139
113,creative,everyone paints a and makes it part of a wall,everyone paints a and makes it part of a wall,brick,brick,0.85558
113,creative,buddy you can dress up,buddy you can dress up,brick,brick,0.83195
113,creative,can be used for exercise,can be used for exercise,brick,brick,0.81024
113,creative,can be used for a  tossing game,can be used for a tossing game,brick,brick,0.80848
113,creative,make different kinds of and create a beautiful wall with multiple colors,make different kinds of and create a beautiful wall with multiple colors,brick,brick,1.19297
113,creative,smasher,smasher,brick,brick,1.04539
113,creative,attach the with string and make shoes,attach the with string and make shoes,brick,brick,0.81437
113,creative,a can be used as a place marker,a can be used as a place marker,brick,brick,1.1930399999999999
113,creative,eat food off a,eat food off a,brick,brick,1.19341
113,creative,can create texture on paper by rubbing graphite over the,can create texture on paper by rubbing graphite over the,brick,brick,1.09087
113,creative,can be smashed into bits to make a pretty necklace,can be smashed into bits to make a pretty necklace,brick,brick,1.19301
113,creative,smash the and make rocks for your garden,smash the and make rocks for your garden,brick,brick,1.19058
113,creative,smash the and make rocks for your fish bowl,smash the and make rocks for your fish bowl,brick,brick,0.80603
113,creative,a can be used as a door stopper,a can be used as a door stopper,brick,brick,0.80785
113,creative,write your name pretty on a and stick it in your garden for decoration,write your name pretty on a and stick it in your garden for decoration,brick,brick,1.19215
113,creative,tie your deepest darkest thoughts to it and throw it in the ocean,tie your deepest darkest thoughts to it and throw it in the ocean,brick,brick,1.15048
114,creative,door stop,door stop,brick,brick,1.15782
114,creative,book end,book end,brick,brick,1.1219
114,creative,if one with holes candle holder,if one with holes candle holder,brick,brick,1.17972
114,creative,weight for exercise,weight for exercise,brick,brick,0.82923
114,creative,to increase the height of a bed or other piece of furniture,to increase the height of a bed or other piece of furniture,brick,brick,1.19251
114,creative,if it has holes  toothbrush and toothpaste holder,if it has holes toothbrush and toothpaste holder,brick,brick,1.01813
114,creative,means of destruction to property,means of destruction to property,brick,brick,0.8095600000000001
114,creative,used as a utensil for art  similar to a piece of chalk,used as a utensil for art similar to a piece of chalk,brick,brick,0.80965
114,creative,an object on which art can be displayed,an object on which art can be displayed,brick,brick,1.1899
114,creative,prop for a book to hold it at an angle while reading,prop for a book to hold it at an angle while reading,brick,brick,0.95189
115,creative,paper weight,paper weight,brick,brick,1.11712
115,creative,swimming,swimming,brick,brick,0.9333400000000001
115,creative,exercise,exercise,brick,brick,1.05135
115,creative,throwing,throwing,brick,brick,0.8486400000000001
115,creative,crushing,crushing,brick,brick,0.90622
115,creative,landscape,landscape,brick,brick,0.74515
115,creative,looking at,looking at,brick,brick,1.10597
115,creative,immobilizing,immobilizing,brick,brick,0.99819
115,creative,weapon,weapon,brick,brick,0.9628099999999999
115,creative,dropping from a height to see the effect on the ground below it,dropping from a height to see the effect on the ground below it,brick,brick,0.8074
116,creative,A way to file all of your nails at once,a way to file all of your nails at once,brick,brick,1.19279
116,creative,To use as chalk on cement,to use as chalk on cement,brick,brick,1.15834
117,creative,book end,book end,brick,brick,1.1219
117,creative,door stop,door stop,brick,brick,1.15782
117,creative,paper weight,paper weight,brick,brick,1.11712
117,creative,to flatten things like dough,to flatten things like dough,brick,brick,0.89361
117,creative,something to sit hot food on so it stays up off the table/counter,something to sit hot food on so it stays up off the tablecounter,brick,brick,1.19239
117,creative,a measuring device find out how long the is and compare it to whatever you want to measure,a measuring device find out how long the is and compare it to whatever you want to measure,brick,brick,1.19285
117,creative,weight used in muscle training,weight used in muscle training,brick,brick,0.84654
117,creative,to prop up things,to prop up things,brick,brick,0.95324
118,creative,pigment,pigment,brick,brick,0.84882
118,creative,anchor,anchor,brick,brick,0.86311
118,creative,chair leg,chair leg,brick,brick,1.03238
118,creative,pendulum,pendulum,brick,brick,0.96777
118,creative,bookend,bookend,brick,brick,0.9963
118,creative,lizard bed,lizard bed,brick,brick,1.01989
118,creative,conduit supports,conduit supports,brick,brick,1.05335
118,creative,exercise weights,exercise weights,brick,brick,1.12514
118,creative,tamping tool,tamping tool,brick,brick,0.83038
118,creative,heat sink,heat sink,brick,brick,0.93042
118,creative,planter,planter,brick,brick,0.77862
118,creative,fishing pole holder,fishing pole holder,brick,brick,0.8598
118,creative,hammer,hammer,brick,brick,0.8950400000000001
118,creative,shoes,shoes,brick,brick,0.82479
118,creative,chalk,chalk,brick,brick,0.77047
118,creative,mountains for action figures/Lego men,mountains for action figureslego men,brick,brick,1.18959
119,creative,The can be used for many things but one thing that I can think of is probably using the for a door stopper  or we can make a toy house if we care given mores,the can be used for many things but one thing that i can think of is probably using the for a door stopper or we can make a toy house if we care given mores,brick,brick,0.80833
119,creative,you can use the as a base for something,you can use the as a base for something,brick,brick,0.8071
